Name,ethnolog_Size,ethnolog_Vitality,L1 speakers,L2 speakers,New wiki,Size of Wikipedia (Articles Column),language family,geographical location,geo location analysis,LDC,Is in Google,wiki pages,natural language processing,part of speech,grammar parsing| grammar parser,question answering,text classification,universal dependencies,ACL count,Is in XLMR,ELRA,Hugginface,kaggle,CC Size,Is in Facebook,Joshi Classes,mBERT,HF new
,https://www.ethnologue.com/size-and-vitality/mdd,,,,,https://en.wikipedia.org/wiki/List_of_Wikipedias#Details_table,,,,https://catalog.ldc.upenn.edu/search,https://translate.google.com/intl/en/about/languages/,,,,,,,https://universaldependencies.org/,,https://arxiv.org/pdf/1911.02116.pdf,https://lremap.elra.info/?q=english,https://huggingface.co/datasets,https://www.kaggle.com/datasets,https://commoncrawl.github.io/cc-crawl-statistics/plots/languages,"if the language is in 'Facebook' sheet, put 1, otherwise 0",,,
,size,vitality,,,,copy two columns in sheet  'wiki',,,,,0/1,,,,,,,,,,,,,copy numbers in last column,0/1,,,
Aramba,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aranadan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aranda,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arandai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Araona,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Arapaho,small,endangered,,,,,,,,,,,73,99,3,24,9,,6,,,,,,,0,,
Arapaso,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ararandewára,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arawak,small,endangered,,,,,,,,,,,63,160,1,8,5,,1,,,,,,,0,,
Araweté,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arbore,mid,stable,,,,,,,,,,,74,94,0,12,6,,3,,,,,,,0,,
Archi,small,endangered,,,,,,,,,,,17300,4000,315,4640,3370,,390,,,,,,,0,,
Are,small,stable,,,,,,,,,,,,,,,,,209,,,,,,,,,
Areba,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arem,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Argentine Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Argobba,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arguni,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arhuaco,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arhâ,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arhö,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ari,small,endangered,,,,,,,,,,,,,,,,,35,,,,,,,,,
Aribwatsa,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Aribwaung,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arigidi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,1,1,
Arikapú,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arikara,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Arikem,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aringa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Armenian,large,institutional,6.7 million,,"292,713","288,369",Indo-European,"Armenia, Artsakh",Western Asia,,1,"971,186",1050,1410,26,243,205,1,4,5.5,,23,,0.0315,1,1,1,26
Armenian Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aro,small,stable,,,,,,,,,,,,,,,,,32,,,,,,,,,
Aromanian,mid,institutional,"250,000",,"1,285","1,264",Indo-European,"North Macedonia,  Albania",Southern Europe,,,"4,131",40,38,1,0,5,,1,,,,,0.6122,1,1,,
Arop-Lokep,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Arosi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Arpitan,mid,endangered,"227,000",,"5,598","5,165",Indo-European,"France, Italy, Switzerland",Western Europe,,,"13,736",,,,,,,0,,,,,,,1,,
Arrarnta,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arrernte,small,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Arta,small,endangered,,,,,,,,,,,,,,,,,1,,,,,,,,,
Aruamu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aruek,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aruop,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arutani,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aruá,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Arára,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
As,small,endangered,,,,,,,,,,,,,,,,,3113,,,,,,,,,
Asaba,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asaro’o,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asa’a,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ashe,mid,stable,,,,,,,,,,,,,,,,,4,,,,,,,,,
Ashkun,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ashtiani,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asháninka,mid,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Ashéninka,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asilulu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Askopan,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asmat,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Asoa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Assamese,large,institutional,"15,311,351","7,488,153","10,482","9,688",Indo-European,India,Southern Asia,1,,"67,712",1210,562,5,160,202,,16,0.1,-,15,,0.0017,1,1,,17
Assangori,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Assiniboine,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Assyrian Neo-Aramaic,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asturian,mid,endangered,"351,791",289711,"129,787","128,305",Indo-European,Asturias,Southern Europe,,,"222,724",,,,,,,0,,,,,,,1,1,
Asu,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Asumboa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asuri,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Asurini,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Asurini of Xingú,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ata,small,endangered,,,,,,,,,,,,,,,,,4,,,,,,,,,
Atampaya,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Atauran,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Atayal,mid,endangered,86000,,"2,420","2,406",Austronesian,Taiwan,South-Eastern Asia,,,"2,762",,,,,,,0,,,,,,,0,,
Ateso,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Athpariya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ati,small,endangered,,,,,,,,,,,,,,,,,4,,,,,,,,,
Atikamekw,small,stable,"6,165",,"1,908","1,581",Algic,Quebec,Northern America,,,"2,649",,,,,,,0,,,,,,,1,,
Atohwaim,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Atong,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Atorada,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Atsam,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Atsugewi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Atta,small,stable,,,,,,,,,,,,,,,,,133,,,,,,,,,
Attié,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Au,mid,stable,,,,,,,,,,,,,,,,,4788,,,,,,,0,,
Aukan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aulua,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Aurá,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aushi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aushiri,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Auslan,mid,stable,,,,,,,,,,,182,153,7,8,16,,2,,,,,,,0,,
Austral,small,endangered,,,,,,,,,,,,,,,,,50,,,,,,,,,
Australian Aborigines Sign Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Austrian Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Auwe,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Auye,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Avar,mid,institutional,"1,000,000",,"2,962","2,546",Northeast Caucasian,Dagestan,Eastern Europe,,,"11,822",,,,,,,0,,,4,,,,1,,
Avatime,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Avau,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Avava,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Avestan,small,endangered,,,,,,,,,,,,,,,,,0,,,1,,,,,,1
Avikam,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Avokaya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Avá-Canoeiro,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awa,mid,endangered,,,,,,,,,,,830,755,18,225,191,,366,,,,,,,0,,
Awa-Cuaiquer,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Awabakal,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awad Bing,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awadhi,large,institutional,4351752,,"2,436","2,439",Indo-European,"india, nepal",Southern Asia,,,"5,344",112,45,0,6,34,,2,,,1,,,,0,,
Awai,small,endangered,,,,,,,,,,,,,,,,,2,,,,,,,0,,
Awajún,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Awak,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Awakateko,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Awar,small,endangered,,,,,,,,,,,,,,,,,352,,,,,,,,,
Awara,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awbono,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aweer,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awera,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awetí,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awing,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awishira,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awiyaana,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Awjilah,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awngi,mid,institutional,,,,,,,,,,,32,19,,,,,1,,,,,,,0,,
Awngthim,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awtuw,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Awu,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awun,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awutu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Awyi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Awyu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Axamb,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Axi,mid,endangered,,,,,,,,,,,,,,,,,12,,,,,,,,,
Ayabadhu,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ayere,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ayerrerenge,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ayi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ayizi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aymara,large,stable,1.7 million,,"5,027","5,005",Aymaran,"Bolivia,  Peru, Chile",South America,,,"8,675",255,203,7,31,26,,3,,,4,,0.0001,1,1,,7
Ayoreo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ayta,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ayu,small,endangered,,,,,,,,,,,,,,,,,2,,,,,,,,,
Azerbaijani,large,institutional,23 million,,"427,087","744,664",Turkic,"Azerbaijan, Dagestan, Turkic Council",Western Asia,,1,"725,233",389,385,6,58,98,,3,6.5,,21,,0.0445,1,1,1,24
Azha,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Azhe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Aziana,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
A’ou,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baan,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baangi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baatonum,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Babango,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Babanki,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Babar,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Babatana,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Babine,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Babuza,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bacama,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bada,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Badaga,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bade,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Badeshi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Badimaya,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Badjiri,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Badui,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Badyara,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baeggu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baelelea,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baetora,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bafanji,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bafaw-Balong,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bafia,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bafut,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Baga Kaloum,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baga Koga,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baga Manduri,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baga Pokur,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baga Sitemu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Baga Sobané,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bagheli,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bagirmi,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bago-Kusuntu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bagobo-Klata,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bagri,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bagupi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bagusa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bagvalal,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Baham,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bahamas English Creole,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bahau,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bahinemo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bahing,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bahnar,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bahonsuai,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bai,small,endangered,,,,,,,,,,,16300,4800,0,4510,6570,,22,,,,,,,0,,
Baibai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baikeno,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baima,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baimak,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bainouk-Gunyaamolo,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bainouk-Gunyuño,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bainouk-Samik,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baiso,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Baiyamo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bajan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bajau,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bajelani,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baka,mid,stable,,,,,,,,,,,228,354,6,37,44,,1,,,,,,,0,,
Bakairí,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bakaka,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakati’,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakhtiâri,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baki,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakoko,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakole,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakpinka,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakumpai,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bakwé,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Balaesang,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Balangao,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Balanta-Ganja,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Balanta-Kentohe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Balantak,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Baldemu,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bali,large,stable,3.3 million,,"14,411","9,723",Austronesian,"Bali, Nusa Penida, Lombok and Java, Indonesia",South-Eastern Asia,,,"21,383",,,,,,,1,,,,,,,,,
Balkan Gagauz Turkish,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Balo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Balochi,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baloi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Balti,mid,stable,,,,,,,,,,,2200,53,25100,88,1210,,16,,,,,,,0,,
Baluchi,large,stable,,,,,,,,,,,,,,,,,0,,,7,,,,0,,21
Bamali,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bamanankan,large,institutional,4.1 million,10 million,726,721,Niger-Congo,central southern Mali,Western Africa,1,,"3,119",,,,,,,1,,,4,,,,1,,
Bambalang,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bambam,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bambili-Bambui,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bamenyam,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bamu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bamukumbit,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bamun,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bamunka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bamwe,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Ban Khor Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bana,mid,stable,,,,,,,,,,,677,639,13,175,149,,2,,,,,,,0,,
Banam Bay,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banda,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banda-Bambari,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banda-Banda,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banda-Mbrès,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banda-Ndélé,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banda-Yangere,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bandi,mid,stable,,,,,,,,,,,334,125,0,65,57,,16,,,,,,,0,,
Bandial,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bandjalang,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bangandu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bangba,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banggai,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bangi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bangime,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bangka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bangolan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bangon,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bangubangu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bangwinji,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baniva,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baniwa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Banjar,large,institutional,3.5 million,,"4,586","4,404",Austronesian,Indonesia,South-Eastern Asia,,,"20,985",,,,,,,0,,,,,,,1,,
Bankagooma,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bankal,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bankon,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bannoni,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bantawa,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bantayanon,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bantik,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bantoanon,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Banyjima,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baoulé,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Barababaraba,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Barakai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baram,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barama,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barambu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Baramu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barapasi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baras,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barasana-Eduria,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barbaram,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barbareño,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bardi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Barein,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bareli,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bargam,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Bari,small,stable,,,,,,,,,,,2840,1040,27,677,921,,1,,,,,,,0,,
Bariai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bariji,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barikanchi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barikewa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barngarla,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Barok,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barombi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barrow Point,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baruga,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barwe,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Barzani-Sandu Jewish Neo-Aramaic,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Baré,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Barí,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Basa,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Basa-Gumna,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Basa-Gurmana,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Basaa,mid,stable,,,,,,,,,,,7,14,0,0,0,,1,,,,,,,0,,
Basap,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Basay,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bashkardi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bashkort,large,institutional,1.4 million,,"60,182","58,652",Turkic,Bashkortostan,Eastern Europe,,,"165,210",,,,,,,0,,,,,,,1,1,
Basketo,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Basque,mid,institutional,"750,000",,"396,095","381,175",Language isolate,"Basque Autonomous Community, Navarre,  Pyrénées-Atlantiques",Southern Europe,1,1,"785,310",5020,3920,156,1120,684,1,113,2,27,31,,0.0278,1,4,1,37
Bassa,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Bassa-Kontagora,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bassossi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Bata,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Batak,small,endangered,,,,,,,,,,,121,198,6,25,16,,1,,,,,,,0,,
Batak Alas-Kluet,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Batak Angkola,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Batak Dairi,large,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Batak Karo,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
